133.23	21.36	1.00	blue	right	0.699	0.288	0.007	1.495	-0.774	Pull	Hit	SolarPlexus
128.93	12.91	1.05	red	right	0.605	0.588	-0.188	1.847	-0.003	WideJab	Hit	None
128.91	24.99	1.00	blue	left	0.433	0.334	-0.012	1.524	-0.345	Cross	Hit	SolarPlexus
126.47	29.68	1.00	blue	right	0.260	0.573	0.417	1.831	-0.517	Cross	Hit	Chin
126.21	27.13	1.00	red	right	0.501	0.654	0.068	1.933	-0.159	WideCross	Hit	None
125.89	59.28	1.00	blue	left	0.338	0.610	0.119	1.835	-0.647	Cross	Hit	TempleRight
125.23	54.05	1.00	blue	right	0.230	0.661	0.492	1.929	-0.524	WideCross	Hit	TempleLeft
123.23	19.30	1.14	blue	right	0.519	0.684	0.081	1.957	-0.109	Jab	Hit	None
123.19	25.93	1.00	red	right	0.699	0.657	-0.008	1.957	0.340	WideJab	Hit	Nose
122.77	19.62	1.03	blue	left	0.570	0.607	-0.204	1.822	-0.148	RearHook	Hit	TempleRight
122.00	18.95	1.02	blue	right	0.415	0.646	0.121	1.861	-0.156	RearHook	Hit	None
121.95	19.88	1.00	red	right	0.567	0.634	0.051	1.876	0.186	LeadHook	Hit	None
121.00	18.73	1.00	blue	left	0.076	0.373	0.483	1.509	-0.931	Cross	Hit	None
